episode,score,lines,pieces,reward
896,-160.5,0,15,-160.5
897,-67.0,0,23,-167.0
898,249.0,0,23,249.0
899,161.5,1,25,161.5
900,-148.5,0,21,-248.5
901,-12.0,0,23,-112.0
902,-74.5,0,19,-74.5
903,279.0,0,28,279.0
904,-162.0,0,21,-162.0
905,-55.0,0,25,-155.0
906,-233.5,0,20,-233.5
907,-103.5,0,23,-203.5
908,34.5,0,24,34.5
909,-247.0,0,22,-247.0
910,-207.0,0,22,-307.0
911,-123.0,0,23,-223.0
912,-212.0,0,21,-212.0
913,-128.5,0,22,-228.5
914,-193.5,0,16,-293.5
915,2.0,0,18,2.0
916,-1.5,0,25,-1.5
917,-20.5,0,20,-120.5
918,-56.5,0,24,-56.5
919,251.5,0,27,251.5
920,-178.5,0,20,-278.5
921,48.0,0,25,48.0
922,173.5,0,28,173.5
923,-29.5,0,23,-29.5
924,29.0,0,22,29.0
925,-140.0,0,17,-240.0
926,42.0,0,18,42.0
927,-76.5,0,20,-76.5
928,-84.5,0,22,-84.5
929,25.5,0,15,25.5
930,127.0,0,24,127.0
931,-139.0,0,18,-139.0
932,125.5,0,22,25.5
933,-202.5,0,23,-302.5
934,-150.0,0,23,-250.0
935,-99.5,0,18,-199.5
936,-22.5,0,23,-22.5
937,49.5,0,25,-50.5
938,13.0,0,25,-87.0
939,-130.5,0,18,-130.5
940,-29.5,0,18,-129.5
941,-45.5,0,26,-45.5
942,-96.5,0,18,-96.5
943,-43.5,0,20,-43.5
944,21.5,0,23,21.5
945,209.5,0,27,209.5
946,12.0,0,28,-88.0
947,122.0,0,24,22.0
948,-155.0,0,18,-155.0
949,68.5,0,23,68.5
950,6.5,0,26,6.5
951,-180.0,0,22,-280.0
952,-56.0,0,28,-56.0
953,-204.5,0,21,-204.5
954,-143.0,0,17,-143.0
955,45.5,0,24,45.5
956,-183.0,0,24,-183.0
957,175.5,0,25,75.5
958,234.5,0,27,234.5
959,-32.5,0,15,-132.5
960,6.0,0,22,-94.0
961,-96.5,0,20,-96.5
962,-7.0,0,27,-107.0
963,-15.5,0,21,-15.5
964,-106.0,0,22,-206.0
965,-177.5,0,20,-177.5
966,-192.5,0,21,-292.5
967,238.5,1,23,238.5
968,48.0,0,22,48.0
969,98.0,0,28,-2.0
970,-120.5,0,19,-120.5
971,27.5,0,22,27.5
972,-91.5,0,22,-91.5
973,164.0,0,27,164.0
974,-79.5,0,20,-79.5
975,138.5,0,25,138.5
976,-198.0,0,17,-298.0
977,-121.5,0,15,-121.5
978,106.5,0,25,6.5
979,-107.0,0,23,-107.0
980,-89.5,0,20,-89.5
981,-216.0,0,20,-216.0
982,-70.5,0,23,-70.5
983,78.0,0,26,78.0
984,-170.5,0,18,-170.5
985,-133.5,0,20,-233.5
986,-179.0,0,20,-179.0
987,93.0,0,25,-7.0
988,-178.5,0,15,-178.5
989,31.5,1,23,-68.5
990,59.0,0,23,-41.0
991,-130.0,0,18,-130.0
992,-112.0,0,22,-212.0
993,-108.5,0,26,-208.5
994,-50.5,0,22,-50.5
995,33.5,0,27,-66.5
996,150.5,0,24,50.5
997,-0.5,0,26,-100.5
998,-195.5,0,15,-295.5
999,-162.5,0,23,-262.5
1000,25.5,0,26,25.5
1001,-150.5,0,19,-150.5
1002,-151.0,0,18,-151.0
1003,320.0,0,28,320.0
1004,-56.5,0,19,-56.5
1005,-132.5,0,16,-232.5
1006,71.5,0,25,71.5
1007,-81.5,0,22,-81.5
1008,-66.0,0,26,-166.0
1009,-55.0,0,25,-55.0
1010,-97.5,0,20,-197.5
1011,6.0,0,16,6.0
1012,-19.5,0,18,-19.5
1013,6.0,0,23,6.0
1014,277.5,0,21,277.5
1015,47.0,0,22,-53.0
1016,-8.5,0,26,-108.5
1017,1.5,0,21,1.5
1018,8.0,0,21,-92.0
1019,-95.5,0,21,-195.5
1020,100.0,0,26,100.0
1021,-166.0,0,23,-266.0
1022,-33.0,0,25,-133.0
1023,537.5,0,31,537.5
1024,-125.5,0,23,-225.5
1025,98.5,0,27,-1.5
1026,-148.0,0,22,-248.0
1027,-170.0,0,19,-270.0
1028,-130.0,0,24,-130.0
1029,-107.0,0,26,-207.0
1030,-15.5,0,22,-15.5
1031,3.0,0,27,3.0
1032,132.0,0,23,132.0
1033,95.0,0,19,-5.0
1034,80.0,0,20,-20.0
1035,-155.5,0,22,-155.5
1036,275.5,0,27,275.5
1037,79.5,0,21,79.5
1038,-53.5,0,21,-153.5
1039,27.0,0,24,27.0
1040,-48.0,0,19,-48.0
1041,-115.0,0,17,-115.0
1042,247.0,0,27,147.0
1043,45.0,0,24,-55.0
1044,-55.0,0,20,-55.0
1045,-122.5,0,24,-222.5
1046,54.5,0,24,-45.5
1047,162.0,0,28,162.0
1048,-61.0,0,24,-161.0
1049,522.0,0,29,522.0
1050,-223.0,0,17,-223.0
1051,-46.5,0,19,-46.5
1052,-164.0,0,17,-164.0
1053,-143.0,0,20,-143.0
1054,-72.0,0,24,-172.0
1055,-115.5,0,15,-115.5
1056,74.0,0,23,74.0
1057,9.0,0,19,9.0
1058,61.5,0,21,61.5
1059,-201.0,0,21,-201.0
1060,105.5,0,27,105.5
1061,87.0,0,26,-13.0
1062,3.5,0,18,3.5
1063,-28.0,0,25,-28.0
1064,-8.5,0,23,-108.5
1065,-56.5,0,24,-56.5
1066,-169.0,0,22,-269.0
1067,66.5,0,23,66.5
1068,173.5,0,26,173.5
1069,11.5,0,27,-88.5
1070,-120.0,0,22,-120.0
1071,-56.0,0,16,-56.0
1072,33.0,0,26,-67.0
1073,-101.0,0,22,-101.0
1074,130.0,0,26,30.0
1075,374.0,1,25,274.0
1076,-203.5,0,21,-203.5
1077,-50.0,0,24,-50.0
1078,-55.5,0,24,-155.5
1079,40.5,0,20,40.5
1080,407.5,0,28,407.5
1081,-222.0,0,21,-222.0
1082,-19.0,0,25,-19.0
1083,-148.5,0,13,-248.5
1084,-156.5,0,22,-156.5
1085,-48.5,0,20,-48.5
1086,-145.0,0,21,-145.0
1087,97.0,0,27,97.0
1088,-88.5,0,22,-188.5
1089,-59.0,1,24,-159.0
1090,45.5,0,18,45.5
1091,176.5,0,27,76.5
1092,-87.5,0,22,-187.5
1093,83.0,0,24,-17.0
1094,-37.0,0,22,-37.0
1095,-206.5,0,20,-206.5
1096,360.0,0,24,360.0
1097,89.0,0,22,-11.0
1098,-26.5,0,15,-126.5
1099,10.0,0,18,10.0
1100,-56.5,0,24,-156.5
1101,15.5,0,25,15.5
1102,-97.0,0,21,-97.0
1103,-93.5,0,24,-193.5
1104,226.5,1,29,126.5
1105,565.0,0,32,465.0
1106,-39.5,0,23,-139.5
1107,-55.0,0,19,-155.0
1108,155.0,1,27,55.0
1109,2.5,0,18,2.5
1110,-78.5,0,19,-178.5
1111,-165.0,0,22,-265.0
1112,254.0,0,28,154.0
1113,30.5,0,26,-69.5
1114,-128.0,0,24,-128.0
1115,182.5,0,22,182.5
1116,-77.5,0,21,-77.5
1117,-65.0,0,22,-65.0
1118,193.0,0,27,193.0
1119,-19.0,0,19,-19.0
1120,-265.5,0,24,-265.5
1121,225.5,0,26,125.5
1122,292.5,1,28,292.5
1123,234.5,0,28,234.5
1124,127.5,0,27,27.5
1125,-47.5,0,15,-47.5
1126,119.5,0,27,119.5
1127,-90.0,0,20,-90.0
1128,-148.0,0,23,-148.0
1129,154.5,0,25,154.5
1130,-4.5,0,23,-4.5
1131,68.5,0,20,68.5
1132,-23.5,0,26,-123.5
1133,71.0,0,28,-29.0
1134,-177.0,0,17,-177.0
1135,5.5,0,23,-94.5
1136,-100.5,0,15,-100.5
1137,116.5,0,26,16.5
1138,-221.5,0,13,-221.5
1139,218.0,0,25,218.0
1140,-42.0,0,22,-42.0
1141,-131.5,0,20,-131.5
1142,228.5,1,28,228.5
1143,296.5,0,29,196.5
1144,3.5,0,27,-96.5
1145,191.0,1,28,191.0
1146,-119.5,0,16,-119.5
1147,-20.0,0,24,-20.0
1148,-80.0,0,22,-80.0
1149,-113.0,0,23,-213.0
1150,139.0,0,25,39.0
1151,-62.0,0,20,-162.0
1152,73.5,0,24,-26.5
1153,41.0,0,18,-59.0
1154,-65.5,0,25,-65.5
1155,-5.0,0,25,-5.0
1156,-82.0,0,23,-182.0
1157,127.5,0,24,127.5
1158,158.0,0,26,58.0
1159,71.0,0,22,-29.0
1160,-51.5,0,21,-51.5
1161,-53.0,1,25,-53.0
1162,-7.5,0,23,-7.5
1163,-119.5,0,20,-219.5
1164,-39.5,0,19,-139.5
1165,-34.0,0,16,-134.0
1166,-19.0,0,19,-19.0
1167,-142.0,0,26,-242.0
1168,53.5,1,24,53.5
1169,308.5,0,28,308.5
1170,-61.5,0,21,-61.5
1171,107.5,0,23,107.5
1172,-152.5,0,20,-152.5
1173,196.0,0,23,196.0
1174,1.5,0,25,-98.5
1175,277.5,0,21,177.5
1176,69.5,0,25,-30.5
1177,-100.0,0,15,-200.0
1178,68.0,0,25,-32.0
1179,206.5,0,27,106.5
1180,148.0,0,27,48.0
1181,168.5,0,28,168.5
1182,25.0,0,24,25.0
1183,24.5,0,20,24.5
1184,6.0,0,23,6.0
1185,-63.5,0,18,-163.5
1186,219.0,0,22,119.0
1187,-198.0,0,20,-198.0
1188,631.5,0,27,531.5
1189,-110.0,0,19,-110.0
1190,-89.0,0,24,-189.0
1191,-121.5,0,17,-221.5
1192,19.5,0,19,-80.5
1193,-139.0,0,17,-139.0
1194,-158.5,0,23,-158.5
1195,-8.5,0,24,-108.5
1196,-91.5,0,21,-91.5
1197,-106.5,0,19,-106.5
1198,-115.0,0,20,-215.0
1199,18.0,0,26,18.0
1200,-122.0,0,19,-222.0
1201,-95.0,0,19,-95.0
1202,-92.5,0,17,-192.5
1203,-55.0,0,20,-55.0
1204,237.0,0,27,237.0
1205,-75.0,0,20,-75.0
1206,-81.5,0,22,-181.5
1207,38.5,0,27,-61.5
1208,-95.5,0,25,-95.5
1209,65.0,0,21,65.0
1210,132.5,1,23,32.5
1211,-50.0,0,21,-150.0
1212,81.5,0,28,81.5
1213,-144.5,0,18,-244.5
1214,144.5,0,28,44.5
1215,232.0,0,28,232.0
1216,-120.5,0,26,-220.5
1217,58.5,0,23,-41.5
1218,-18.0,0,23,-118.0
1219,-43.5,0,25,-43.5
1220,31.5,0,26,-68.5
1221,-156.0,0,20,-256.0
1222,86.0,0,28,-14.0
1223,-68.0,0,23,-68.0
1224,204.0,0,29,204.0
1225,-103.5,0,19,-103.5
1226,-207.5,0,18,-207.5
1227,81.5,0,22,-18.5
1228,-182.0,0,21,-182.0
1229,283.0,0,26,183.0
1230,225.0,0,28,225.0
1231,69.5,0,26,69.5
1232,-61.0,0,18,-61.0
1233,39.0,0,22,-61.0
1234,347.0,0,30,247.0
1235,-95.0,0,21,-195.0
1236,10.0,0,20,-90.0
1237,-158.0,0,24,-258.0
1238,-139.5,0,17,-239.5
1239,-109.5,0,23,-209.5
1240,491.0,0,28,491.0
1241,-62.5,0,20,-62.5
1242,-38.5,0,27,-138.5
1243,-102.0,0,19,-102.0
1244,-46.5,0,17,-46.5
1245,15.5,0,21,-84.5
1246,-212.0,0,23,-312.0
1247,114.0,0,20,14.0
1248,4.0,0,18,4.0
1249,209.5,0,27,209.5
1250,182.0,0,26,182.0
1251,-50.0,0,26,-150.0
1252,141.5,0,28,141.5
1253,26.0,0,16,-74.0
1254,-81.5,0,21,-181.5
1255,-200.5,0,24,-200.5
1256,109.5,0,21,9.5
1257,177.5,0,25,177.5
1258,-62.0,0,19,-162.0
1259,-27.5,0,23,-27.5
1260,132.0,0,25,32.0
1261,137.5,0,26,137.5
1262,328.0,0,24,328.0
1263,43.5,0,29,43.5
1264,-35.0,0,25,-35.0
1265,2.5,0,16,2.5
1266,109.5,0,22,109.5
1267,140.5,0,27,140.5
1268,-121.5,0,20,-121.5
1269,136.0,0,23,36.0
1270,45.0,0,23,45.0
1271,189.5,0,28,189.5
1272,-124.5,0,22,-124.5
1273,-105.0,0,20,-205.0
1274,-201.0,0,13,-201.0
1275,-85.5,0,20,-185.5
1276,-99.0,0,20,-99.0
1277,-27.5,0,25,-127.5
1278,-91.5,0,25,-91.5
1279,188.5,0,26,88.5
1280,-9.0,0,23,-109.0
1281,5.0,0,18,-95.0
1282,-54.0,0,18,-54.0
1283,178.0,0,30,178.0
1284,103.5,0,29,3.5
1285,8.5,0,16,-91.5
1286,-97.0,0,27,-97.0
1287,-61.5,0,12,-161.5
1288,-182.0,0,13,-182.0
1289,-12.0,0,21,-12.0
1290,253.5,0,25,253.5
1291,-183.0,0,19,-183.0
1292,0.0,0,22,-100.0
1293,-164.5,0,22,-164.5
1294,-43.0,0,26,-43.0
1295,649.0,0,33,649.0
1296,121.0,0,23,21.0
1297,32.0,0,23,-68.0
1298,66.5,0,20,66.5
1299,20.5,0,16,20.5
1300,40.0,0,24,-60.0
1301,200.0,0,25,200.0
1302,72.5,0,27,-27.5
1303,-157.5,0,17,-157.5
1304,-125.5,0,21,-225.5
1305,-71.5,0,27,-71.5
1306,-49.0,0,25,-49.0
1307,235.5,0,28,235.5
1308,-197.5,0,22,-197.5
1309,494.0,1,29,494.0
1310,75.0,0,23,-25.0
1311,-116.0,0,15,-216.0
1312,-151.5,0,16,-251.5
1313,-81.5,0,26,-81.5
1314,86.5,0,23,-13.5
1315,-35.0,0,25,-135.0
1316,11.5,0,25,11.5
1317,69.5,0,26,69.5
1318,-132.5,0,25,-132.5
1319,35.5,1,24,-64.5
1320,147.0,0,27,47.0
1321,8.5,0,22,-91.5
1322,23.0,0,26,-77.0
1323,76.5,0,22,-23.5
1324,-1.0,0,30,-1.0
1325,572.5,0,31,472.5
1326,-83.5,0,22,-83.5
1327,168.5,1,23,168.5
1328,-97.0,0,20,-97.0
1329,393.5,1,28,393.5
1330,6.0,0,21,6.0
1331,205.0,0,22,105.0
1332,-212.5,0,20,-212.5
1333,-139.5,0,20,-239.5
1334,-175.5,0,20,-175.5
1335,254.5,0,30,154.5
1336,92.0,0,29,-8.0
1337,76.0,0,25,-24.0
1338,-176.0,0,23,-276.0
1339,-117.5,0,13,-117.5
1340,-65.0,0,19,-165.0
1341,272.5,0,27,172.5
1342,314.0,1,28,214.0
1343,421.5,0,29,421.5
1344,-10.0,0,25,-10.0
1345,-45.5,0,21,-45.5
1346,-119.5,0,14,-119.5
1347,-116.0,0,17,-116.0
1348,237.0,0,23,237.0
1349,91.0,0,26,-9.0
1350,-126.5,0,18,-226.5
1351,-163.5,0,21,-163.5
1352,-12.0,0,21,-112.0
1353,165.5,0,26,65.5
1354,316.0,0,27,316.0
1355,432.0,0,30,332.0
1356,54.0,0,25,-46.0
1357,-152.5,0,25,-252.5
1358,228.0,0,29,228.0
1359,263.5,1,30,263.5
1360,141.5,0,28,41.5
1361,-58.5,0,22,-158.5
1362,-4.0,0,21,-4.0
1363,28.5,0,24,-71.5
1364,17.0,0,25,17.0
1365,13.5,0,18,13.5
1366,-7.0,0,24,-7.0
1367,-143.0,0,19,-143.0
1368,998.5,0,33,898.5
1369,187.0,0,22,87.0
1370,246.5,1,24,246.5
1371,175.5,0,23,75.5
1372,-140.0,0,15,-140.0
1373,-131.5,0,19,-131.5
1374,298.5,0,28,198.5
1375,162.5,0,26,162.5
1376,372.0,0,28,272.0
1377,-144.5,0,17,-144.5
1378,331.5,0,27,331.5
1379,31.5,0,24,-68.5
1380,79.0,0,22,-21.0
1381,43.0,0,25,43.0
1382,34.0,0,20,-66.0
1383,-13.0,0,16,-13.0
1384,275.0,0,29,275.0
1385,-62.0,0,24,-62.0
1386,109.0,0,25,109.0
1387,54.5,0,22,-45.5
1388,81.5,0,26,81.5
1389,-99.0,0,27,-99.0
1390,183.5,0,26,83.5
1391,-94.5,0,20,-194.5
1392,361.0,0,26,361.0
1393,293.5,0,30,193.5
1394,-217.5,0,17,-317.5
1395,-36.5,0,17,-136.5
1396,-86.5,0,25,-86.5
1397,-36.0,0,14,-136.0
1398,72.5,0,22,-27.5
1399,137.0,0,24,137.0
1400,205.5,0,28,205.5
1401,101.0,0,25,1.0
1402,62.5,0,26,-37.5
1403,149.5,0,25,149.5
1404,328.5,0,30,328.5
1405,68.0,0,26,68.0
1406,485.0,0,30,485.0
1407,-77.0,0,26,-177.0
1408,-159.0,0,22,-159.0
1409,212.5,1,20,212.5
1410,76.5,0,24,-23.5
1411,185.0,0,27,85.0
1412,-150.0,0,23,-250.0
1413,-66.0,0,26,-66.0
1414,-78.5,0,24,-178.5
1415,-94.5,0,23,-94.5
1416,78.5,1,28,78.5
1417,173.5,0,25,173.5
1418,649.5,1,34,649.5
1419,18.5,0,23,-81.5
1420,103.5,0,28,3.5
1421,-33.0,0,25,-33.0
1422,222.5,1,30,222.5
1423,23.5,0,21,23.5
1424,-44.5,0,22,-144.5
1425,69.5,0,26,69.5
1426,-65.0,0,25,-65.0
1427,182.5,0,22,182.5
1428,101.5,0,23,101.5
1429,33.0,1,32,-67.0
1430,85.0,0,25,85.0
1431,140.0,0,23,140.0
1432,179.0,0,27,79.0
1433,-18.0,0,27,-18.0
1434,-85.5,0,21,-185.5
1435,-63.0,0,25,-163.0
1436,220.0,0,25,120.0
1437,55.0,0,23,55.0
1438,74.0,0,30,-26.0
1439,-45.5,0,23,-45.5
1440,-52.5,0,22,-152.5
1441,100.5,0,27,0.5
1442,71.0,0,24,-29.0
1443,293.5,0,24,293.5
1444,-86.0,0,25,-186.0
1445,-87.0,0,21,-87.0
1446,494.0,1,29,394.0
1447,74.0,0,26,74.0
1448,6.0,0,19,-94.0
1449,109.5,0,23,109.5
1450,312.5,0,22,312.5
1451,-155.0,0,17,-155.0
1452,-125.0,0,18,-225.0
1453,52.5,0,27,52.5
1454,220.5,1,26,220.5
1455,192.0,1,29,92.0
1456,-71.0,0,18,-171.0
1457,222.5,0,24,222.5
1458,289.5,0,24,189.5
1459,-177.5,0,16,-177.5
1460,-88.5,0,19,-188.5
1461,399.0,0,27,399.0
1462,420.5,0,28,320.5
1463,183.0,0,25,183.0
1464,514.5,0,32,514.5
1465,-74.5,0,25,-174.5
1466,46.5,0,24,46.5
1467,71.0,0,27,71.0
1468,284.0,1,27,184.0
1469,94.0,0,28,-6.0
1470,-105.5,0,18,-105.5
1471,-131.0,0,16,-131.0
1472,-57.5,0,19,-57.5
1473,-153.5,0,16,-153.5
1474,347.0,1,29,247.0
1475,374.0,1,30,374.0
1476,-77.0,0,24,-77.0
1477,660.0,0,32,660.0
1478,200.5,0,28,100.5
1479,294.5,0,24,294.5
1480,155.5,0,21,155.5
1481,-233.5,0,17,-233.5
1482,234.5,1,26,234.5
1483,555.5,0,29,555.5
1484,115.5,0,30,115.5
1485,-51.5,0,21,-151.5
1486,207.0,0,28,107.0
1487,27.0,0,25,-73.0
1488,71.5,0,28,-28.5
1489,-131.5,0,23,-231.5
1490,3.5,0,23,3.5
1491,114.0,0,25,14.0
1492,150.0,0,27,150.0
1493,-49.5,0,27,-149.5
1494,146.0,0,29,46.0
1495,448.5,0,26,348.5
1496,-18.0,0,15,-118.0
1497,-190.0,0,18,-190.0
1498,-145.5,0,17,-145.5
1499,17.0,0,25,17.0
1500,-123.0,0,20,-123.0
1501,-42.0,0,24,-42.0
1502,149.0,0,25,149.0
1503,178.5,0,23,178.5
1504,-18.0,0,23,-18.0
1505,-80.5,0,18,-180.5
1506,114.0,0,21,114.0
1507,-89.0,0,24,-189.0
1508,461.5,0,30,461.5
1509,266.5,0,28,266.5
1510,210.0,0,28,210.0
1511,85.0,0,27,85.0
1512,155.5,0,25,155.5
1513,16.5,0,26,16.5
1514,-77.0,0,22,-177.0
1515,22.5,0,25,-77.5
1516,358.0,0,26,358.0
1517,-90.0,0,26,-90.0
1518,202.0,0,27,202.0
1519,163.0,0,24,63.0
1520,11.0,0,21,-89.0
1521,147.0,0,24,147.0
1522,120.5,0,24,120.5
1523,145.0,0,21,45.0
1524,-34.5,0,26,-134.5
1525,129.5,1,22,129.5
1526,536.0,0,32,536.0
1527,170.5,0,26,70.5
1528,333.0,0,30,233.0
1529,140.5,0,24,140.5
1530,265.0,1,23,265.0
1531,-70.5,0,19,-70.5
1532,274.5,0,24,174.5
1533,242.5,0,25,242.5
1534,139.0,0,23,39.0
1535,320.0,0,28,220.0
1536,-10.5,0,24,-10.5
1537,-161.0,0,25,-161.0
1538,522.5,0,27,522.5
1539,-52.5,0,24,-152.5
1540,686.0,0,31,686.0
1541,0.5,0,22,0.5
1542,238.0,0,26,238.0
1543,70.0,0,24,70.0
1544,116.0,0,24,16.0
1545,204.5,0,23,204.5
1546,109.5,0,23,9.5
1547,94.0,0,25,94.0
1548,-151.5,0,23,-151.5
1549,-8.0,0,24,-8.0
1550,365.5,1,29,365.5
1551,-39.0,0,24,-39.0
1552,132.5,0,25,32.5
1553,207.5,0,28,207.5
1554,184.0,0,22,84.0
1555,327.5,0,27,227.5
1556,347.0,1,28,347.0
1557,509.5,1,33,409.5
1558,-92.5,0,25,-192.5
1559,98.5,0,23,98.5
1560,92.5,0,25,92.5
1561,8.5,0,17,-91.5
1562,216.0,0,29,216.0
1563,85.5,0,26,-14.5
1564,134.0,0,24,134.0
1565,3.5,0,26,3.5
1566,187.0,0,27,87.0
1567,81.0,0,23,-19.0
1568,26.5,0,29,-73.5
1569,-80.5,0,22,-80.5
1570,112.0,0,24,12.0
1571,163.0,0,26,163.0
1572,-118.5,0,26,-218.5
1573,734.0,1,33,634.0
1574,-103.5,0,22,-103.5
1575,243.0,0,29,243.0
1576,-168.5,0,23,-168.5
1577,-100.5,0,20,-200.5
1578,186.5,0,30,86.5
1579,348.5,0,29,248.5
1580,130.0,0,28,30.0
1581,191.5,0,29,91.5
1582,-87.5,0,20,-87.5
1583,141.5,1,26,141.5
1584,45.5,0,25,-54.5
1585,-46.0,0,25,-146.0
1586,63.5,0,22,63.5
1587,62.5,0,18,-37.5
1588,160.5,0,30,60.5
1589,602.0,1,32,502.0
1590,-97.5,0,22,-97.5
1591,-182.5,0,23,-182.5
1592,100.5,0,22,0.5
1593,80.0,0,18,80.0
1594,50.5,0,25,-49.5
1595,444.5,1,28,344.5
1596,-106.0,0,26,-106.0
1597,-5.0,1,26,-5.0
1598,-17.5,0,25,-17.5
1599,97.5,0,26,97.5
1600,-37.0,0,27,-137.0
1601,54.5,0,25,-45.5
1602,245.0,0,28,145.0
1603,286.0,0,25,186.0
1604,196.5,1,29,196.5
1605,-114.0,0,19,-214.0
1606,-42.5,1,18,-42.5
1607,148.0,0,24,48.0
1608,-103.0,0,20,-103.0
1609,262.5,2,27,162.5
1610,3.0,0,25,-97.0
1611,149.5,1,28,149.5
1612,64.0,0,25,64.0
1613,45.5,0,29,45.5
1614,111.0,0,27,111.0
1615,399.5,1,31,399.5
1616,212.5,1,27,212.5
1617,260.5,0,28,260.5
1618,19.5,0,26,19.5
1619,200.0,0,27,200.0
1620,-26.0,0,22,-26.0
1621,63.5,0,25,63.5
1622,-108.0,0,19,-208.0
1623,19.0,0,21,-81.0
1624,-1.0,0,22,-1.0
1625,-92.5,0,25,-192.5
1626,-41.5,0,23,-141.5
1627,162.0,0,25,162.0
1628,151.5,0,28,151.5
1629,38.0,0,26,-62.0
1630,-39.5,0,16,-39.5
1631,222.0,0,25,122.0
1632,-70.5,0,25,-170.5
1633,88.5,0,26,-11.5
1634,172.0,0,24,172.0
1635,-86.5,0,21,-186.5
1636,307.5,0,27,207.5
1637,60.5,1,27,60.5
1638,105.5,0,21,5.5
1639,359.0,0,30,259.0
1640,313.5,0,28,313.5
1641,-92.5,0,16,-192.5
1642,7.0,0,23,7.0
1643,28.5,0,22,28.5
1644,-16.5,0,17,-116.5
1645,27.5,0,24,27.5
1646,328.0,0,27,328.0
1647,104.5,0,26,104.5
1648,151.0,0,25,151.0
1649,-33.0,0,23,-133.0
1650,322.5,0,29,322.5
1651,94.0,0,23,-6.0
1652,30.5,0,20,30.5
1653,247.0,0,26,247.0
1654,643.0,0,32,643.0
1655,187.5,0,23,87.5
1656,618.5,0,29,618.5
1657,-111.0,0,17,-211.0
1658,119.0,0,25,19.0
1659,471.5,0,29,471.5
1660,-42.0,0,19,-42.0
1661,265.0,0,28,165.0
1662,-12.5,0,28,-12.5
1663,-9.5,0,24,-109.5
1664,265.5,0,28,265.5
1665,238.5,0,23,238.5
1666,339.5,1,31,239.5
1667,44.5,0,20,-55.5
1668,-48.5,0,23,-48.5
1669,249.0,0,26,249.0
1670,213.0,2,26,113.0
1671,143.5,1,24,43.5
1672,-24.5,0,24,-24.5
1673,71.0,0,19,71.0
1674,-26.5,0,27,-26.5
1675,-3.0,0,22,-103.0
1676,-60.0,0,24,-160.0
1677,190.0,0,26,190.0
1678,178.5,0,28,178.5
1679,164.0,0,27,64.0
1680,307.0,1,27,307.0
1681,102.0,0,26,102.0
1682,29.0,0,25,29.0
1683,60.5,0,24,60.5
1684,236.5,1,27,136.5
1685,71.5,0,20,71.5
1686,16.0,0,21,-84.0
1687,-37.5,0,18,-137.5
1688,137.5,0,23,137.5
1689,-27.5,0,24,-27.5
1690,112.0,0,25,112.0
1691,87.0,0,25,-13.0
1692,58.0,0,25,-42.0
1693,548.5,0,30,548.5
1694,85.0,0,22,-15.0
1695,16.5,0,26,-83.5
1696,62.5,0,25,62.5
1697,293.5,0,28,193.5
1698,292.5,1,28,292.5
1699,22.5,0,27,-77.5
1700,210.5,0,28,210.5
1701,398.0,0,30,298.0
1702,237.5,0,29,237.5
1703,277.0,0,31,277.0
1704,301.5,0,26,301.5
1705,429.5,0,26,429.5
1706,39.0,0,21,-61.0
1707,206.5,0,27,206.5
1708,-175.5,0,24,-175.5
1709,29.5,0,22,29.5
1710,522.5,0,29,422.5
1711,302.0,0,26,202.0
1712,-38.5,0,22,-138.5
1713,257.5,0,25,157.5
1714,-100.5,0,13,-100.5
1715,79.5,0,23,79.5
1716,169.0,0,27,169.0
1717,707.0,0,30,707.0
1718,144.0,0,26,144.0
1719,102.0,0,20,102.0
1720,20.5,0,24,-79.5
1721,250.0,0,22,250.0
1722,-157.5,0,22,-257.5
1723,92.5,0,30,92.5
1724,210.5,0,22,210.5
1725,86.0,0,25,-14.0
1726,442.0,1,32,342.0
1727,113.0,0,28,113.0
1728,95.5,0,26,-4.5
1729,153.0,0,27,153.0
1730,-51.0,0,23,-51.0
1731,3.0,0,20,3.0
1732,540.0,0,28,540.0
1733,587.5,1,29,587.5
1734,-48.5,0,20,-48.5
1735,328.5,1,30,328.5
1736,488.0,0,29,388.0
1737,212.5,0,28,212.5
1738,122.5,0,22,122.5
1739,119.5,0,27,119.5
1740,284.0,0,22,284.0
1741,85.5,0,28,85.5
1742,262.5,0,25,162.5
1743,888.0,1,33,888.0
1744,-44.0,0,23,-44.0
1745,135.5,0,27,35.5
1746,345.5,0,28,345.5
1747,602.0,1,34,602.0
1748,-133.5,0,22,-133.5
1749,115.0,0,27,15.0
1750,320.5,0,27,320.5
1751,159.5,0,28,159.5
1752,40.5,0,26,40.5
1753,280.5,0,31,280.5
1754,-9.5,1,24,-9.5
1755,438.0,0,30,438.0
1756,393.0,0,30,293.0
1757,65.0,0,26,-35.0
1758,268.5,0,29,168.5
1759,-15.5,0,21,-115.5
1760,-37.5,0,18,-37.5
1761,181.0,0,30,81.0
1762,-149.0,0,17,-149.0
1763,-84.5,0,22,-184.5
1764,-52.5,0,17,-52.5
1765,281.5,0,29,281.5
1766,-97.0,0,23,-97.0
1767,-76.0,0,16,-76.0
1768,56.5,0,27,56.5
1769,487.0,1,32,487.0
1770,723.0,0,30,723.0
1771,533.0,0,31,433.0
1772,283.5,0,31,283.5
1773,498.0,0,29,498.0
1774,230.5,1,25,230.5
1775,251.0,0,26,151.0
1776,65.5,0,23,-34.5
1777,398.5,0,31,298.5
1778,413.5,0,31,413.5
